company_id,payment_note_date,payment_note_amount,financials_date,financials_date-1,financials_date-2,financials_date-3,financials_date-4,revenue,revenue-1,revenue-2,revenue-3,revenue-4,net_sales,net_sales-1,net_sales-2,net_sales-3,net_sales-4,profit_after_net_financial_items,profit_after_net_financial_items-1,profit_after_net_financial_items-2,profit_after_net_financial_items-3,profit_after_net_financial_items-4,profit,profit-1,profit-2,profit-3,profit-4,assets,assets-1,assets-2,assets-3,assets-4,lt_liabilities,lt_liabilities-1,lt_liabilities-2,lt_liabilities-3,lt_liabilities-4,equity,equity-1,equity-2,equity-3,equity-4,equity_ratio,equity_ratio-1,equity_ratio-2,equity_ratio-3,equity_ratio-4,profit_margin,profit_margin-1,profit_margin-2,profit_margin-3,profit_margin-4,cash_ratio,cash_ratio-1,cash_ratio-2,cash_ratio-3,cash_ratio-4,Rating
1,2014/06/12,6487,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,5677,8673,8532,7825,5385,5677,8663,8532,7811,5385,832,1173,878,1310,-292,486,686,511,1096,-291,3453,2980,2810,2806,1401,125,0,0,0,0,1807,1321,1235,1724,628,68.6,57.8,50.1,61.4,44.8,14.7,13.6,10.3,16.8,-5.4,395.5,232.4,184.7,236.4,148.1,AAA
2,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,10617,8266,9713,9428,7394,10506,8254,9452,9349,7328,1160,747,1531,2137,1198,790,591,911,1263,680,4731,4253,4696,4012,2641,30,27,27,27,84,1121,1331,1740,1328,1015,49,56.9,60.5,53.6,52.6,10.9,9.1,15.9,23.1,16.8,229,280.7,296.1,234,213,AA
3,,,Dec-17,,,,,7201,,,,,7201,,,,,410,,,,,220,,,,,2317,,,,,280,,,,,270,,,,,15.9,,,,,6,,,,,128.1,,,,,AA
4,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,22629,20668,24591,23754,23656,22619,20667,24215,23397,23512,486,10,688,-13,389,286,-17,600,-48,128,6798,5824,6389,5836,6970,150,180,245,323,549,487,200,818,368,536,13.2,9.6,18.7,12.3,13.4,2.3,0.2,2.9,0.1,1.9,97.8,89.2,82.2,72.4,92.9,A
5,2015/05/03,85539,Jul-18,Jul-17,Jul-16,Jul-15,Jul-14,10221,8358,5865,4038,5128,10216,8358,5823,3998,5128,866,1205,-59,-69,477,562,634,12,2,236,3347,2386,1908,1576,2277,183,253,281,528,393,753,691,387,375,373,36.9,44.4,23.6,31.8,24.6,8.6,14.6,-0.4,-0.6,9.7,159.9,183.1,112.5,215.5,134.3,AA
6,,,Apr-18,Apr-17,Apr-16,Apr-15,,6073,4110,8158,7437,,6063,4096,8098,7428,,478,-299,1146,1334,,370,-12,665,773,,2200,2452,2626,2418,,0,100,0,0,,1377,1166,1338,823,,74.8,58.5,69.7,45.1,,8,-7.1,14.1,18.1,,455.8,289,395.7,190.3,,AA
7,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8435,6456,6783,7004,6252,8435,6456,6783,7004,6252,1060,191,765,-216,-461,821,147,736,-216,-461,2124,1265,1385,1029,1077,0,0,0,73,149,1034,463,316,-420,-203,48.7,36.6,22.8,-40.8,-18.8,12.6,3.1,11.6,-2.5,-7.1,188.9,151.4,125.8,73.1,92.4,AAA
8,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,24816,17659,13240,11959,9006,24649,17447,13061,11959,9006,1838,341,174,415,-208,1054,177,128,330,-36,7099,5084,6069,2822,1931,1422,1494,1459,20,446,2025,971,794,666,336,34.9,20.8,13.1,23.6,17.4,7.8,2.8,2.3,3.9,-1.6,152.6,103.3,93.1,103.5,119.8,AAA
9,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,10321,8410,4526,3602,2462,10297,8396,4513,3602,2462,256,538,249,126,6,225,337,124,74,4,3301,2215,1622,1000,662,185,33,0,0,0,903,678,530,406,332,35.1,43.5,45.3,54,66.9,2.6,6.4,5.5,3.6,0.2,136.2,113.9,92.3,115.6,153.7,AA
10,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5165,3264,3305,2717,1928,4898,3151,3202,2770,1791,221,303,433,159,8,180,184,338,105,7,1864,2171,1235,892,282,709,857,237,256,0,830,750,567,228,124,48.9,38.7,49,30,51.7,5,10.2,13.6,6.4,0.6,405.9,266.4,222,123.2,100,AA
11,,,Dec-17,Dec-16,Dec-15,Dec-14,Apr-14,19325,19505,13336,7779,9874,19126,19001,12888,7501,9615,2348,1782,1224,834,286,1510,1189,931,748,286,11847,11135,8567,7351,7254,0,0,0,0,0,8143,7132,6943,6012,5264,73,65.8,81,81.8,72.6,12.3,9.5,10,10.8,3,297.5,219,341.7,331.4,230.9,AAA
12,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,10237,9056,8789,7386,4231,10045,8550,8653,7349,4176,1514,827,1148,1141,543,1180,644,895,889,424,3780,3023,4245,2742,1782,0,0,0,0,0,2339,1859,1870,1365,757,61.9,61.5,44.1,49.8,42.5,14.8,9.2,13.1,15.5,12.9,210.1,189.9,140.9,149.9,137.4,AA
13,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,13110,8179,10462,6931,7510,13044,7988,10462,6931,7510,1434,629,379,282,354,881,365,231,167,208,5594,3659,3029,2384,2551,0,0,0,0,0,1954,1073,709,478,511,46.9,41.2,33.8,30.6,28,11,7.7,3.7,4.1,4.7,198,173.9,153.1,141.7,132.8,AA
14,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,42135,32978,26908,12445,2933,41763,32978,26866,12445,2933,3605,2894,2412,726,276,2677,2403,1806,394,2,13937,9958,7504,5189,331,20,120,225,0,0,3141,2539,2251,444,51,22.5,25.5,32.5,11.6,15.4,8.8,9,9.3,6.1,10.6,76.9,78.6,118.5,114,118.2,AA
15,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,14523,13059,14637,11916,11100,14436,13019,14637,11910,11065,1787,332,1763,1343,523,1137,253,1147,837,402,5766,5767,6272,4356,3415,0,0,0,0,0,1878,1741,2088,1540,1103,54.2,47.5,49.2,53.1,49,12.3,2.6,12.1,11.3,4.7,250.6,207.9,214,236.5,217,AAA
16,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,50626,48835,43399,33290,33089,49440,46584,45152,33290,32896,3838,8002,5500,2685,1213,1713,4210,4283,4170,677,17814,15810,19043,15943,15628,1842,0,0,0,0,2944,5231,8555,9572,6401,32.2,45.8,44.9,60,54.3,7.8,16.5,12.7,8.2,3.7,140,186.4,167.2,213.5,103.4,AAA
17,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,10027,9852,8670,11244,12970,10015,9852,8670,11244,12970,749,378,-228,775,1811,405,261,90,621,1107,6195,5339,5165,6694,7517,0,0,0,0,0,2759,3053,3093,3403,3482,54.6,65.6,67.9,61,55.7,7.5,3.8,-2.6,6.9,14,207.9,266,272.4,233,214.9,AAA
18,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7834,10823,9036,7189,4739,7834,10599,8879,7084,4719,692,2613,1407,757,163,388,1466,828,302,152,6113,6777,3805,2840,1664,202,10,122,52,62,3231,2893,1487,659,357,73.5,59.1,53.4,33.1,21.5,9.1,24.2,15.7,10.8,4.6,524.6,252.4,231.2,140.1,100.7,AA
19,,,Aug-17,Aug-16,Aug-15,Aug-14,,35860,28304,27080,24277,,35067,28316,26949,23519,,2554,1858,282,1760,,1228,1049,135,1010,,10030,5650,5300,5169,,0,0,0,0,,2322,1894,1245,1110,,36.6,47.7,31.4,28.3,,8,6.6,1,7.2,,137.5,162.6,136.6,142.3,,AA
20,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,38379,28589,23537,15673,13887,37414,28287,23350,15272,13835,2376,1978,1446,1377,530,1346,568,847,600,456,22389,21546,16510,15320,12807,7702,8150,5283,6516,6040,5388,4043,4475,3628,3028,34.8,27.5,37.4,32.9,30,6.9,7.6,7,10.3,7.2,130.9,93.6,133.7,101.3,83.2,AAA
21,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,20911,16367,16776,15646,11864,20822,15948,15919,15586,11816,831,568,803,329,482,968,592,950,71,108,6741,5044,5689,5915,5471,1,1,1,301,0,2585,1617,2430,1480,1860,50.2,54,64.4,48.2,57.7,4,3.5,4.8,2.1,4.1,205.4,240.8,232.2,250,245.3,AAA
22,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,15732,14189,9231,9880,9981,15565,13810,9015,9772,9770,2937,1521,-49,546,556,1313,376,47,326,259,4874,3621,3057,3887,3310,0,0,113,300,273,1553,1241,1065,1218,1092,31.9,51.4,50.7,46.1,47.8,18.7,10.8,-0.4,5.7,5.8,119.1,171.5,170.8,181.9,179.1,AA
23,,0,Apr-18,Apr-17,Apr-16,Apr-15,,26962,712,0,0,,26962,712,0,0,,1204,19,-1,-12,,936,17,-1,-12,,15291,2778,63,63,,5000,1000,0,0,,1015,80,62,63,,6.6,2.9,98.4,100,,5.5,3.9,0,0,,85.4,88.8,0,0,,A
24,2018/06/03,241437,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8136,8721,7632,7292,5319,7786,8721,7632,7182,5303,93,934,520,102,117,93,934,520,102,117,5353,5663,5334,6267,3983,1534,2018,2374,2860,3419,1943,1849,916,397,-1638,36.3,32.7,17.2,6.3,-41.1,3.9,13.6,11,6.7,8.1,57.9,91.6,43.2,46.8,35.3,B
25,,,Jul-17,Jul-16,,,,4636,2670,,,,4493,2670,,,,490,352,,,,378,273,,,,1014,654,,,,0,0,,,,711,333,,,,70.1,50.9,,,,10.6,13.2,,,,326.2,204.4,,,,AA
26,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5103,3944,4907,6884,5604,5033,3929,4878,6799,5542,96,-92,-47,-370,30,96,-92,-47,-219,21,1028,503,1252,1027,1357,0,29,61,93,125,228,132,224,271,491,22.2,26.2,17.9,26.4,44.9,2,-2.2,-0.9,-5.1,0.6,127.5,139.2,123.9,142.3,209.7,AA
27,2014/03/02,296489,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,17892,14493,14853,13274,14822,16198,12602,13586,11730,12868,-337,291,1043,81,46,-154,200,795,87,24,10437,8498,9008,8761,9187,4178,3255,3771,4049,4356,1632,1786,1586,791,704,15.6,22.7,19,9.2,7.8,-1.2,2.8,8,2.3,1.9,58.6,61.2,71.8,63.3,62.1,A
28,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,36976,34683,25882,22756,23521,36776,34549,25735,22291,23114,685,2552,168,453,685,501,1814,95,255,379,7908,8718,5100,6093,5566,0,0,0,0,0,758,2257,643,748,692,15.5,31.5,20.3,18.4,17.4,1.9,7.4,0.7,2,3,116.4,146.3,114.7,119.3,117.4,AA
29,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6045,5714,6184,10807,12319,5911,5556,6035,10672,12184,158,481,178,1464,547,210,468,86,495,258,10740,10530,10007,9967,10976,4035,3711,3457,3115,3398,4041,3830,3362,3276,2781,44.8,45.7,45.6,46.5,36.5,7,9.5,8.4,17.2,6.2,148.8,127.2,97.8,98.7,126,AA
30,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,8001,6607,5605,5604,5997,8001,6607,5605,5650,5950,420,253,217,-143,-39,209,143,148,-85,17,2647,1925,1623,1726,1592,515,0,0,160,0,553,776,634,486,571,28.6,44.8,41.2,28.2,38.7,5.3,3.9,3.9,-2.5,-0.5,126.9,126.2,109.6,108.5,107.9,AA
31,,,Jul-18,Jul-17,,,,11484,5193,,,,11481,5193,,,,369,254,,,,215,149,,,,3175,2500,,,,2,0,,,,414,199,,,,16.9,10,,,,3.2,4.9,,,,112.3,105.9,,,,AA
32,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6451,5486,6659,6193,5511,6451,5381,6386,6046,5443,769,-166,304,390,269,459,33,180,227,209,2090,1656,2338,1974,1465,0,0,0,0,0,975,916,983,903,776,54.9,57.2,51,53.6,58.3,11.9,-3,4.6,6.3,4.9,81,93,119,146.3,172.5,AA
33,,0,Dec-17,Dec-16,Dec-15,Dec-14,,11867,12250,8085,4540,,11846,12211,8085,4540,,518,2202,630,75,,314,1262,339,57,,4515,4489,2788,1761,,0,117,240,0,,1272,1408,446,107,,43.3,44.8,21.4,6.1,,4.4,18,8.2,2.2,,136.1,164.3,109.6,90.7,,AA
34,,,Dec-17,Dec-16,Dec-15,Dec-14,,5975,5530,7183,2745,,5928,5528,7183,2745,,-552,65,147,774,,-327,36,84,455,,676,1629,2304,937,,0,0,0,0,,298,625,589,505,,46.6,50.2,33.3,69.7,,-9.2,1.2,2.1,28.2,,153.4,212.3,153,372.2,,B
35,,,Dec-17,Dec-16,Dec-15,Dec-14,,10878,18775,18908,5927,,10878,18750,18908,5927,,-430,585,320,123,,-430,442,244,92,,5541,3834,3309,2224,,3,534,21,11,,397,828,386,142,,7.2,21.6,11.7,6.4,,-4,3.2,1.7,2.1,,91.7,107.9,97.1,96.3,,B
36,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,15069,15053,14280,10172,9521,15069,15053,14280,10170,9397,590,-365,20,-54,363,307,-245,1,2,167,3272,2415,3042,2383,1892,603,569,776,179,146,494,187,432,431,429,20.7,7.7,17.3,22,30.3,4.2,-2.2,0.2,-0.5,4,137.2,104,131.6,125,141,AA
37,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,25249,19947,21541,8460,10220,24588,19558,21541,8382,10159,2094,3786,1786,496,-452,1616,3786,1408,327,71,13691,13033,4054,2545,1489,6000,0,61,53,72,4465,4429,1643,610,283,32.6,34,40.5,24,19,9.2,19,8.4,6.2,-4.1,119.8,55.4,150.2,130,114.1,AA
38,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,12223,11806,7489,3412,4323,11958,11439,7234,3158,4049,1002,639,588,430,815,769,466,369,331,471,4268,3842,4163,2091,1376,693,499,724,130,0,1148,979,1012,743,587,33.9,33.2,30.8,44.4,56.2,8.3,5.6,8,12.6,18.9,148.2,166.2,167.4,196.2,250.2,AA
39,,0,Dec-17,Dec-16,Dec-15,,,20205,10102,577,,,20269,10102,577,,,420,90,8,,,327,0,7,,,713,4315,219,,,0,0,0,,,384,57,57,,,53.9,1.3,26,,,2.1,0.9,1.4,,,183.3,97,135.2,,,A
40,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,46569,50740,19634,35510,13864,39168,38212,19124,35497,13864,5617,5069,804,6329,120,3237,2924,1508,6424,117,15560,25051,7336,21980,3417,0,12000,0,0,0,8273,6036,3112,6803,379,66.8,28.1,42.4,33.6,30.2,12.7,10.8,4.1,24.3,0.9,168.1,207.4,125.5,152.3,155.3,AAA
41,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7548,5410,4847,2697,1385,7578,5270,4845,2693,1385,507,320,30,107,67,368,183,23,54,43,3063,2280,1589,1269,609,215,334,79,107,0,721,353,171,147,93,27.7,20,13.2,14.6,16.8,6.9,6.1,0.7,4,4.8,93.3,90.4,93.1,99.5,102.4,AA
42,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6220,8142,5629,3902,2932,6145,7922,5378,3902,2932,1113,1530,1221,902,485,659,859,682,772,388,3792,3511,1857,1982,1321,0,0,0,0,0,1650,1591,732,1380,608,64.7,62.3,53.9,69.6,51.5,17.9,18.8,21.7,23.2,16.6,318.3,273.8,194,315.1,193.1,AA
43,,,Dec-17,Dec-16,Dec-15,,,33192,19414,0,,,33190,19414,0,,,1220,4176,-33,,,704,2452,-33,,,6055,8401,68,,,0,0,0,,,2173,2502,50,,,53.3,39.4,73.5,,,3.7,21.5,0,,,172.2,138.3,377.8,,,AA
44,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5526,5465,4973,4518,5234,5526,5435,4903,4495,5201,-258,123,-40,-51,-54,-258,123,-40,-51,-54,1076,1338,1102,1051,1170,0,0,0,0,0,290,548,425,465,516,27,41,38.6,44.2,44.1,-4.4,2.5,-0.5,-0.8,-0.9,62,67,74.7,71.3,93.1,B
45,2016/04/28,31000,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,10109,12263,23541,11640,4949,9738,12025,23541,11640,4949,286,-2348,4,587,800,660,-1997,-6,339,464,5540,5117,5240,3791,1667,1901,2000,1166,1230,0,843,182,692,853,514,15.2,3.6,18.4,29.7,39.8,3.9,-18.3,0.2,5.1,16.2,68.4,62.9,111.6,140.6,175.3,A
46,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,25164,33531,28725,27861,38315,24844,32194,28482,27543,38315,-617,1580,100,-939,-926,-204,1354,100,-939,-926,9537,14270,11979,11517,14010,3264,2577,5434,5421,4855,2819,3023,1669,1569,2508,29.6,21.2,13.9,13.6,17.9,-1.8,5.1,1,-2.6,-1.7,183.2,132.2,84.7,70.3,65.6,A
47,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,46235,30623,35435,31711,26657,47348,26898,34868,32545,25652,-1113,-1299,1054,1408,1132,-953,7,635,1536,627,13245,10527,10962,11292,8585,0,0,0,0,0,1180,2134,2726,3091,1555,8.9,21.5,35.8,36.6,35.6,-2.4,-4.2,3,4.4,4.3,106.1,123.3,151.2,159.4,161.3,A
48,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,11439,13615,10969,8515,3896,11426,12609,10969,8141,3896,797,821,1182,1018,229,229,910,701,558,159,6797,9019,6503,3382,1974,3402,4453,2535,858,595,608,1379,1167,767,209,16.9,17,25.2,30.2,11.5,7.9,7,11.3,12.5,6.7,181.8,189.6,132.3,104.7,104.5,AA
49,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,11461,11154,12503,14712,16544,11461,11154,12503,14712,16544,317930,-4934,-3216,-1918,20,321107,-1769,-399,629,4,874217,291590,280983,259890,249291,0,0,0,0,180000,381257,60149,61918,62317,61688,43.6,20.6,22,24,24.7,2804.7,-23.2,-7.6,12.1,26.9,72,3,10.8,6.3,188.9,AAA
50,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,5278,4636,2626,11,78,5263,4630,2593,11,78,-2,178,97,-6,0,-7,137,75,-6,-1,952,1174,693,45,87,0,0,0,0,0,247,255,118,43,49,25.9,21.7,17,95.6,56.3,0,3.9,3.7,-54.5,0,115.3,123.3,114.8,2250,228.9,A
51,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,10864,364,17,29,152,10864,364,2,29,152,2665,41,10,-23,-119,2098,41,10,-23,-119,3730,92,95,89,173,0,0,0,0,0,2185,87,46,36,59,58.6,94.6,48.4,40.4,34.1,24.5,11.3,58.8,-79.3,-77.6,233.8,1840,193.9,132.1,151.8,AA
52,,,Dec-17,Apr-17,Apr-16,Apr-15,Apr-14,18405,18370,20014,18310,32639,18405,18302,19911,18101,32620,980,36,2071,-937,-756,564,570,1288,-246,-59,9975,3467,12451,4744,6910,0,0,0,0,0,1145,782,1712,424,970,13.4,22.6,16.7,8.9,20.1,5.3,0.3,10.4,-5,-2.2,111.9,109.2,115.4,81.7,105.6,AA
53,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8150,5925,5351,6281,6495,7975,5868,5267,6147,6495,459,54,-112,-106,207,292,54,-100,7,90,2232,1241,1183,1732,1770,0,0,0,0,0,579,287,233,373,567,29.4,23.1,19.7,22.1,37.7,5.7,1,-2,-1.6,3.3,136.5,109.7,99.4,108.5,132.7,AA
54,,0,Dec-17,Apr-17,Apr-16,Dec-14,Dec-13,2490,3536,3517,1709,2037,2490,3397,3322,1565,1890,-709,1070,408,-115,151,82,83,8,-44,93,1203,4970,1227,741,1137,56,86,161,85,124,361,279,196,188,232,39.4,20.8,16,25.4,25.3,-27.3,30.4,11.7,-6.5,7.7,144.4,47,104.7,130.3,135.6,B
55,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,22373,701,31785,58158,7159,22373,64,31596,58158,7159,3826,-1002,-2270,17381,6337,3683,-1002,-2270,13559,3846,23886,17001,18727,41260,23665,0,0,0,0,0,13853,10170,11172,22142,8583,58,59.8,59.7,53.7,36.3,17.1,-138.4,-7,29.9,91.6,16,29.9,51.7,95,38.5,AAA
56,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,9872,8107,7619,7791,6322,9845,7961,7188,7791,6316,768,1277,452,907,1647,749,829,409,703,915,5123,5104,6311,6020,5862,0,0,0,0,0,2414,2025,3695,3286,2883,70.9,66.8,78.2,76.2,71.5,7.9,17.1,5.9,12.1,26.1,367.1,348.1,581,368.5,387.2,AA
57,,,Jun-18,Jun-17,,,,8526,9460,,,,8524,9460,,,,1312,1445,,,,764,841,,,,3370,2419,,,,1,0,,,,1315,891,,,,55.1,48.6,,,,15.4,15.3,,,,226.3,183.8,,,,AA
58,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,20972,17582,17705,15067,14805,20889,17546,17705,15067,14805,4172,4032,4030,2968,2490,3487,3499,3414,3730,1841,9075,7719,8517,8526,7282,0,0,0,0,0,3828,3841,3842,3928,1998,51.9,61.7,56.8,58.7,58.8,20,22.9,22.8,19.7,17.8,205.2,260.5,226.2,241.6,274.7,AAA
59,2017/05/15,1466,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,9521,10982,7741,9325,6634,9489,10930,7708,9323,6619,466,1034,1099,1655,364,478,805,778,822,286,9384,9093,8441,6997,6859,1907,1682,2234,2134,2315,4470,4091,3286,2508,1686,58.5,57.5,52.4,51,33.2,4.9,9.5,14.2,17.8,5.5,295.2,256.9,271.1,331.6,167.5,AA
60,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,17101,14094,12959,10561,8678,17094,14331,12644,10271,8678,1522,1309,1682,698,269,1349,1209,1044,452,209,7122,6468,6158,4303,4173,0,0,0,0,0,4587,3538,2929,2185,2034,73.4,67.2,63.8,67.8,64.2,8.9,9.3,13,6.6,3.2,164.3,185.5,168.6,196.6,164.9,AAA
61,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6116,6371,6132,7388,5775,6081,6358,6132,7388,5775,-352,220,143,587,164,0,253,136,395,212,2693,2685,2568,2829,2751,0,0,0,0,0,1149,1149,896,1260,1065,56.5,66.9,63.4,71.3,64.2,-5.8,3.5,2.4,8,2.9,191.5,287.7,264,378.9,270.3,A
62,,0,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,12424,12845,11693,14908,11583,12296,12575,11679,14720,11583,115,67,-201,2043,361,64,659,653,1155,1975,4722,4474,3943,5317,6034,241,173,250,0,0,2106,2042,1383,1830,2675,53.7,55.2,62,70.1,68.9,1,0.6,-1.7,13.7,3.1,226.8,229.4,343.3,472.3,187.3,AA
63,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,28178,33775,39216,30176,23260,28055,33428,38927,30014,23191,50,232,145,-29,108,144,160,151,84,53,7563,6024,8286,6544,5017,0,0,0,0,0,531,912,1022,871,787,7,17,13.6,15.7,21.1,0.5,1,0.7,0.3,0.8,99.5,109.1,108.4,109.4,115.5,A
64,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,21009,10692,7849,7390,6315,20448,10093,7274,6541,6019,1719,303,-266,492,-68,10,42,0,63,5,19185,21158,10364,8250,7846,9758,14078,5644,3639,3307,1612,1602,1560,1660,1597,18.3,11.4,24,33.9,30.6,10.2,5.6,-1.2,9.4,1.8,88.9,109,93.8,96.5,84.6,AA
65,,0,Dec-17,Dec-16,,,,15176,529,,,,20046,529,,,,-16539,-761,,,,0,0,,,,51039,17986,,,,0,0,,,,50,50,,,,0.1,0.3,,,,-107.1,-138.6,,,,89.1,63.9,,,,B
66,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,36039,28009,16654,10633,9139,36039,28009,16654,10605,9139,732,1614,1621,887,160,559,1253,1251,690,121,8878,6794,4249,3036,1828,0,0,0,0,0,975,1817,1824,1173,588,11,26.7,42.9,38.6,32.2,2.2,5.9,9.8,8.4,1.9,112.4,136.5,175.2,163,147.4,A
67,2018/02/22,12821,Oct-17,Oct-16,Oct-15,Oct-14,,14534,11494,9066,3630,,14534,11486,9066,3630,,-26,911,1537,531,,69,526,896,311,,5213,3722,3451,1389,,0,0,0,0,,150,981,1257,361,,12,41.9,48.1,33.5,,0,8,17,14.7,,117.1,186.4,202.9,144.8,,A
68,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,10178,13007,14982,12669,14433,10101,12781,14982,12661,14433,511,201,118,449,251,511,54,-26,73,133,4520,5139,5204,4246,4226,266,406,368,371,817,1432,921,867,893,820,39.8,25,23.7,29.6,23.9,5.2,1.6,1,3.7,2,238.2,190.4,162.9,191,191.8,AAA
69,,0,Jun-17,Jun-16,Jun-15,Jun-14,Jun-13,51218,33567,22814,17115,24217,51176,33567,22717,17058,24217,6758,1265,1236,33,-1605,3834,656,1029,20,-902,18884,9776,5470,4756,3647,0,1138,1266,1642,239,5639,1805,1149,377,357,39.1,22.3,23.1,7.9,9.8,13.3,3.9,5.6,0.5,-6.6,157.5,131.5,138.3,171.5,116.6,AAA
70,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,6049,4289,4314,4663,4526,5209,4244,4158,4621,4458,71,-141,24,204,145,71,-118,19,167,142,1932,1290,1234,1055,1028,124,289,0,0,0,358,286,404,435,368,18.5,22.2,34.2,43.3,37.5,1.5,-3,0.8,4.7,3.4,79.3,100.8,95.4,116.1,109.3,A
71,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,5927,5753,4588,3782,2904,5612,5703,4477,3683,2878,303,1110,766,260,96,44,255,265,241,147,8006,7013,7048,6356,2878,2467,2256,3177,3570,951,1287,1743,1488,1223,982,33.6,42.2,29.7,23.5,45,5.9,20.3,18.5,8.3,4.6,78.8,157.2,89.1,144.3,144.4,A
72,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,18028,10686,0,1420,2600,18028,10686,0,1420,2600,-1960,-74,-10,958,213,-50,4,0,591,180,4891,2964,464,2386,2234,0,0,0,0,1300,64,114,110,710,219,1.3,6.7,55.6,36.3,9.8,-10.8,-0.6,0,70.1,9,101.3,108.2,282.9,161.7,102.9,B
73,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,14493,11507,11227,9564,8587,14458,11507,11177,9369,8572,1175,1321,1776,760,329,908,1335,1253,592,256,3475,7238,6117,5192,5773,0,0,0,0,0,1015,5886,4551,3299,3966,29.2,81.3,79.5,67,71.8,8.1,11.7,15.8,7.9,3.8,114.8,450.4,375.6,248.4,284.4,AAA
74,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,9614,10534,10112,5622,1814,9614,10534,10112,5622,1814,-537,1290,1448,1368,136,47,771,895,802,136,8070,9226,8965,3508,1330,4827,4244,3409,1212,1024,2151,2104,1883,988,186,29.6,30.4,26.2,34.8,14,-4.7,13.3,14.8,24.9,9.1,188.6,79.7,96.1,125.6,90,A
75,,,Jun-19,Jun-18,Jun-17,Jun-16,Jun-15,779,898,7446,3634,4145,779,868,7231,3403,4130,15,337,245,608,444,41,347,178,466,338,436,672,798,1329,1047,0,0,0,0,0,214,473,376,648,481,53.6,77.9,61.4,57.3,56.8,1.9,37.6,3.4,16.7,10.7,209.7,469.4,267.8,236.8,231.7,A
76,,,Dec-17,Dec-16,Dec-15,Dec-14,,15025,17666,19122,7812,,15020,17564,18715,7812,,-1378,355,1990,479,,-1582,654,1146,372,,1993,3525,3407,1248,,0,0,0,0,,484,2066,1568,422,,24.3,58.6,57.5,33.8,,-8.8,2,10.4,6.1,,105.9,207.1,221.5,149.2,,B
