company_id,payment_note_date,payment_note_amount,financials_date,financials_date-1,financials_date-2,financials_date-3,financials_date-4,revenue,revenue-1,revenue-2,revenue-3,revenue-4,net_sales,net_sales-1,net_sales-2,net_sales-3,net_sales-4,profit_after_net_financial_items,profit_after_net_financial_items-1,profit_after_net_financial_items-2,profit_after_net_financial_items-3,profit_after_net_financial_items-4,profit,profit-1,profit-2,profit-3,profit-4,assets,assets-1,assets-2,assets-3,assets-4,lt_liabilities,lt_liabilities-1,lt_liabilities-2,lt_liabilities-3,lt_liabilities-4,equity,equity-1,equity-2,equity-3,equity-4,equity_ratio,equity_ratio-1,equity_ratio-2,equity_ratio-3,equity_ratio-4,profit_margin,profit_margin-1,profit_margin-2,profit_margin-3,profit_margin-4,cash_ratio,cash_ratio-1,cash_ratio-2,cash_ratio-3,cash_ratio-4,Rating
9728,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,33951,28412,26295,18952,16409,33373,28412,25832,18895,16326,1112,-4525,132,92,-294,860,-3373,99,84,-108,12429,9823,12486,12582,6292,577,867,838,308,0,1008,149,2922,2823,2738,8.1,1.5,23.4,22.4,43.5,3.9,-14.8,1.7,1.7,-1.3,58.6,60.9,51.3,50.5,54.8,A
9729,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,29909,20996,19777,12391,13532,25318,20619,19551,12163,13311,2355,1411,400,396,72,-24,444,230,568,1201,11309,7446,6232,3905,6116,0,0,0,0,0,1989,2013,1568,1339,3271,17.6,30.3,26.4,34.3,57.7,8,6.8,2,3.3,0.6,107.6,107.2,93.1,69.5,161.6,AA
9730,,,Aug-17,,,,,7317,,,,,7317,,,,,994,,,,,774,,,,,3866,,,,,1300,,,,,824,,,,,21.3,,,,,13.7,,,,,40.9,,,,,A
9731,2018/09/02,23243,Jun-17,Jun-16,Jun-15,,,5475,4927,1535,,,4795,4187,1015,,,219,178,42,,,159,136,30,,,2445,2554,649,,,656,866,0,,,324,216,80,,,13.3,8.5,12.3,,,5.3,4.8,2.7,,,44.4,60,35.5,,,C
9732,2018/09/02,378902,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,39025,38599,11768,14789,15133,38940,38599,11667,14779,15133,2,757,195,132,489,34,432,150,96,361,6877,5603,3630,2084,4323,0,30,75,0,0,271,617,486,441,445,6.5,14.9,15,24,11.6,0.1,2,2.1,1,3.4,98.9,116.7,102.3,129.3,111.8,C
9733,,,Dec-17,Dec-16,Dec-15,Jun-15,,11323,10284,4870,6897,,11420,10142,4952,6733,,531,465,184,127,,413,362,143,99,,1746,1371,1857,2543,,93,273,1071,1184,,767,504,292,149,,43.9,36.8,15.7,5.9,,4.8,4.5,3.8,1.9,,80.2,110.4,126.1,89.1,,AA
9734,,0,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,29610,22352,20601,13795,9896,28400,22320,20189,13263,7513,976,60,448,989,650,823,13,161,572,374,7915,8222,5154,3857,2655,0,0,0,0,0,2360,1485,1472,992,550,36.5,24.6,40,37.8,30.9,3.3,0.3,2.2,7.2,6.6,110.6,93.9,129.9,140.5,117,AA
9735,2018/10/07,155031,Oct-17,Oct-16,Oct-15,Oct-14,Oct-13,7030,5736,5334,4166,3552,7028,5601,5312,4087,3282,16,1,26,-104,163,8,0,20,-26,59,2300,2537,1433,1332,986,249,287,319,363,237,112,104,103,83,109,4.9,4.1,7.2,6.2,16.9,1.4,0.7,1.2,-1.7,5,58.2,55.7,63.7,50.1,52,C
9736,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,17928,17235,16940,14876,13209,17898,16919,16835,14823,13209,2173,1970,2523,985,677,1646,1216,1564,523,657,10713,9914,9827,7200,6113,0,0,0,0,0,5372,5226,5510,3946,3423,65.7,69.3,70,68.7,68.8,12.5,12.9,20,7.6,5.1,309.3,353.3,332.3,312.7,302,AAA
9737,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9661,5355,6789,9257,1506,9661,5355,6789,9257,1506,319,89,-36,193,6,249,70,-13,132,1,1952,1366,2179,2425,590,0,0,0,0,0,310,141,71,183,51,15.9,10.3,3.3,8.3,9,3.4,2.7,0.1,2.1,0.5,114.1,102.9,98.8,104,104.3,A
9738,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5102,5265,5308,5042,3848,5102,5265,5308,5042,3848,55,344,578,574,-334,43,268,450,458,-60,2690,3031,3008,2676,2062,879,881,572,268,27,1481,1634,1866,1916,1458,55.1,53.9,62,71.6,70.7,1.1,6.6,10.9,11.4,-8.6,715.2,524.5,469.8,471.8,298.4,AA
9739,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5852,4755,6166,6772,6627,5751,4638,6095,6677,6560,740,513,618,927,740,549,571,752,540,417,1432,1577,2334,2068,1877,0,0,0,0,0,762,813,902,650,610,53.2,51.6,46.3,53.5,47.3,12.7,10.9,10,13.7,11.2,181.9,176.4,178,226.1,185.5,AAA
9740,,,Jun-17,Jun-16,Jun-15,Jun-14,Jun-13,4787,795,0,0,34,4805,795,0,0,34,1058,171,-6,-11,140,608,20,-6,-11,140,2078,526,242,249,271,0,0,0,0,0,666,258,238,244,255,42.5,49,98.3,98,94.1,22.2,21.6,0,0,414.7,159.3,182.1,6050,4150,1693.8,AA
9741,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,24697,21106,21515,11857,9130,24398,21398,21465,11852,9039,1874,55,1959,486,303,1020,167,1174,356,167,7081,6687,6934,3508,1977,240,63,113,253,0,2194,1329,1316,532,376,44.4,27.6,28.4,23.8,33.7,7.6,0.3,9.2,4.3,3.5,182.2,105.3,141.1,130.3,141.7,AAA
9742,2018/02/04,15777,Dec-18,Dec-17,Dec-16,Dec-15,Dec-14,27374,30323,21318,15912,10819,27374,30323,21277,15912,10819,175,18,1693,101,1006,135,11,959,33,652,9396,10033,10608,3534,2997,761,800,939,0,0,1932,1796,1786,826,793,26.6,23.6,22.2,29.8,33,1.2,0.9,8.1,0.7,9.3,92.6,87.1,66.1,89.6,146.1,A
9743,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5709,6272,6282,4310,3300,5141,6193,6214,4171,3300,411,-306,86,69,202,3,0,2,1,0,3278,3511,4574,3184,1767,1377,2139,2624,1958,1010,56,52,53,51,50,13.6,3.6,8,9.4,13.9,8.5,-3.5,2.6,3.8,7.8,125.8,65.5,70.5,53.9,130,AA
9744,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,22787,20904,17624,15585,10558,22590,20577,17356,15513,10552,4432,3801,2210,1422,723,3072,2943,1720,1103,558,8076,8740,7339,4982,3357,0,0,0,0,0,3608,5536,3593,2373,1370,49.1,63.3,49,47.6,40.8,19.5,18.2,12.5,9.1,7.2,189.7,258.2,175,157.8,120.2,AAA
9745,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5905,5507,6404,5318,5197,5330,5386,6277,5200,5129,152,209,612,129,196,113,160,476,124,162,6845,6375,6158,5300,5421,2337,2375,2536,2718,2905,1727,1614,1654,1178,1054,25.2,25.3,26.9,22.2,19.9,4.6,6.2,12.8,6.3,7.6,36,47.3,66.1,47.3,41.5,A
9746,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,5502,5481,5078,4865,4788,5374,5464,5076,4618,4728,968,505,430,328,330,778,415,355,244,321,2394,1642,2139,1894,1930,0,0,0,0,0,1330,652,1237,1081,1037,61.7,50.1,66.9,68.4,64.2,17.7,9.3,8.5,6.8,7,191.7,138.3,205,187.5,181,AAA
9747,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,13913,18584,18817,19738,13276,14813,20853,21012,17395,10301,-1120,512,1098,1009,348,-521,232,632,781,473,3450,5780,6052,5699,9025,0,0,0,0,0,-33,888,1056,925,644,-0.5,23.7,24.2,19.7,9.3,-7.8,2.8,5.8,5.1,2.6,107,137.1,139.9,127.5,71.9,AA
9748,,,Dec-17,Dec-16,Dec-15,Dec-14,,15429,6909,13405,6343,,15364,6909,13415,6333,,2836,953,2751,552,,2177,552,1608,314,,6962,4789,4151,1814,,224,0,0,0,,3546,2068,1817,364,,63.4,60.7,59.5,26.5,,18.5,13.9,20.6,8.9,,206,244.3,263.3,127.3,,AA
9749,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8195,12869,9521,12738,9006,8195,12862,9510,12726,9006,-773,851,-144,1325,-265,13,552,-155,859,-116,3593,4717,4313,5078,3490,0,0,0,0,0,1840,2327,2076,2531,1972,51.2,62.5,59.3,59.2,64.5,-9.4,6.7,-1.5,10.5,-2.9,169,275.1,243.3,241.9,273.6,B
9750,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,7490,7532,5420,3847,2493,7286,7385,5270,3738,2583,1057,759,446,315,205,638,354,259,163,26,5209,4348,3247,2341,2292,243,196,252,0,0,1927,2289,1935,1676,1513,51.4,65.9,70.2,82.7,73.9,14.2,10.2,8.3,8.3,8.4,150.6,245.4,377.5,504.8,287.6,AAA
9751,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,10078,10826,8740,5698,5396,10062,10799,8608,5576,5396,423,1682,1341,910,1058,355,1296,1049,704,807,3532,4338,3298,2247,1968,0,0,0,0,0,2085,2530,1835,1286,982,61.9,61.6,60,64.3,58.2,4.2,15.6,15.4,16,19.6,263.7,260.1,250.8,277.2,227.4,AA
9752,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,9671,10586,8278,7485,8104,8469,10611,7701,7369,8932,355,1434,1360,711,1077,56,1304,29,14,44,3089,4929,3205,2200,4736,0,0,0,0,0,399,1893,589,559,545,20.1,40.5,23.2,31.8,17,3.7,13.5,16.4,9.5,13.3,97.7,144.3,94.7,114.2,109.3,AA
9753,,0,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,20212,16489,15693,16338,16329,20212,16366,15637,16252,16050,492,2053,730,-114,1942,795,1899,976,98,1664,12439,12748,11559,12997,14250,2542,2932,2935,3237,2246,5371,5277,4078,4002,4804,46.8,48.3,45.6,43.2,46.4,2.8,12.9,5.3,0.2,12.9,132.8,155.8,141.6,138.4,123.1,AAA
9754,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9331,8042,8780,8016,9270,9029,8451,8471,7954,9127,1326,991,1250,1083,1373,1039,771,965,2468,1017,7105,7748,8093,9088,9643,0,0,0,0,0,5447,5408,5602,7537,6069,76.7,69.8,69.2,82.9,79.9,14.8,12.4,14.7,13.5,14.8,246.8,170.3,133.4,265.4,297,AAA
9755,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,28146,25973,21503,18357,16230,28146,25973,21503,18357,16230,-124,760,165,396,-350,44,442,124,377,-325,7037,7189,5623,5343,4263,434,434,434,434,434,2979,2935,2493,2368,1991,42.3,42.9,44.3,44.3,46.7,-0.4,2.9,0.8,2.2,-2.2,176.8,189,196.3,197.4,214,A
9756,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,11889,6566,0,0,0,11889,6566,0,0,0,-1119,182,0,-15,-1,-1119,141,0,-15,-1,3455,3715,194,194,179,733,890,0,0,0,116,335,194,194,179,3.4,9,100,100,100,-8.9,3.2,0,0,0,106.4,112.3,0,0,0,B
9757,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,11074,9958,8738,7967,6288,11074,9958,8738,7967,6250,758,1193,1119,1041,519,509,721,711,602,285,2918,3033,2856,2313,1650,0,0,0,0,0,1029,1421,1300,989,587,63.1,71.1,64.1,59,46.1,6.9,12,12.8,13.1,8.3,344.9,452,326.8,274.7,196.4,AAA
9758,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,43083,114753,168983,142513,126152,41850,113869,168179,141864,125144,300,619,2738,431,1459,221,480,2215,333,1134,30352,32431,24978,32982,32687,0,0,0,0,0,4537,5816,5336,3122,2789,14.9,17.9,21.4,9.7,8.8,0.8,0.5,1.6,0.3,1.2,117.6,121.8,127,110.7,109.4,A
9759,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,14981,18159,16721,17501,14188,14614,18018,16688,17092,13982,4905,1260,1122,2254,1184,4533,1004,1529,1133,1299,17439,11003,12236,13722,8878,2695,1814,1046,1437,363,6415,4882,5878,5349,4216,44.3,53.9,56.8,51.5,59.9,33.1,7.1,6.9,13.1,8.7,154.8,154.9,159,133,164.4,AAA
9760,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6059,6405,14405,6693,5539,6059,6405,14405,6683,5539,698,-110,1917,716,334,544,278,1128,558,257,1094,2874,3836,1925,1180,0,0,0,0,0,1004,2209,2021,993,586,91.8,76.9,62.2,51.6,49.7,11.6,-1.7,13.3,10.7,6,1182,424.2,282,202.3,188.7,AA
9761,,,Jun-18,Jun-17,Jun-16,,,20821,14453,865,,,20653,14428,865,,,4097,4172,178,,,2343,1829,139,,,19238,12724,1444,,,6504,6874,695,,,4361,2018,189,,,34.4,27,13.1,,,20.5,29.3,21.4,,,119.5,223.4,152,,,A
9762,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,13884,15807,13569,11438,9414,13364,15154,12924,10731,9400,460,2197,1447,911,634,364,1252,548,282,190,17665,10997,8809,10548,7939,7028,1782,1797,3846,2738,2321,2458,1206,858,676,28.7,47.9,40.8,25.3,25.9,4,14.3,11.5,9.1,8.6,124.8,162.4,88.8,53,44.2,AA
9763,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5777,8460,7346,7299,8676,5730,8396,7334,7269,8529,22,621,170,174,422,88,341,123,133,221,1624,1982,2105,1697,1687,0,0,0,0,0,580,492,527,404,271,44,35.8,29.2,28.9,21,0.5,7.4,2.5,2.4,5,157.5,133.6,140.2,124.2,123.1,AA
9764,,,Dec-17,,,,,5345,,,,,5345,,,,,697,,,,,403,,,,,1534,,,,,0,,,,,453,,,,,38.6,,,,,13,,,,,167.6,,,,,A
9765,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,34043,22129,18420,17424,16025,34009,22107,18409,17343,16005,460,483,312,-112,-365,371,400,312,-112,-365,10313,3812,2884,5269,4435,2814,141,348,696,1070,1068,697,447,475,787,10.4,18.3,15.5,9,17.7,1.8,2.3,1.9,-0.3,-1.8,94.6,119.2,104.7,98.9,113.5,A
9766,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8186,5145,5083,2702,742,8169,5145,5083,2702,742,1133,147,209,212,262,646,79,116,128,151,3812,3156,3262,2608,845,1190,842,1190,712,0,1169,523,445,329,201,40.8,21.6,17.6,16,29.6,14.5,3.9,5.4,9,35.3,63,41.7,59.7,44.9,92,AA
9767,,,Dec-17,Dec-16,Dec-15,,,19898,22952,13636,,,19898,22952,13636,,,4172,4754,2085,,,2114,1834,342,,,9451,8393,6670,,,0,0,0,,,4340,2226,392,,,57.2,35.1,7.6,,,21,20.7,15.3,,,282.2,113.4,82.1,,,AA
9768,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,15854,13772,15248,10603,7548,15934,13582,15239,10770,7380,1172,1429,1916,952,272,772,801,1199,601,223,5543,6228,6220,3484,2574,1465,1515,1564,641,655,901,930,1528,929,478,38.2,32.3,37.7,41.8,33.8,7.7,10.8,12.9,9.2,4.1,208.9,159,194.1,195.6,127.6,AAA
9769,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,7806,7732,7356,5716,4876,7751,7646,7298,5708,4623,538,391,104,115,393,381,313,196,128,14,3506,3414,3504,3316,4085,257,729,1138,1301,1793,925,844,531,335,207,38.2,35.7,26.2,25.3,18.4,7.4,5.6,2.1,3.2,9.5,133.4,138.6,145.5,139.4,111.4,AA
9770,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,35358,36002,35209,13073,3588,35318,36002,35135,13073,3588,-895,-1146,5896,2980,-15,-761,768,3334,1733,-1,10433,10858,12162,5663,1330,451,382,0,0,554,2198,2959,3690,1906,173,21.1,28.2,45.3,44,13,-2.4,-3.1,16.7,22.9,0.9,94.7,103.5,186.8,188,216.7,A
9771,2018/12/11,4501,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9838,953,451,1146,1122,9838,953,378,918,1111,29,507,-40,174,238,16,400,-22,139,157,2248,853,86,295,326,208,0,0,6,37,450,434,33,196,207,20,50.9,38.4,71.2,68.9,0.4,53.2,-8.2,15.4,22.1,110.9,203.1,162.3,286.8,367.8,C
9772,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,11080,7991,8004,7160,6016,10814,8051,8000,6997,6006,1846,1359,1203,1001,754,1596,1196,1055,780,780,3513,2703,2904,2741,2602,0,0,0,0,0,1755,1359,1363,908,1278,52.2,58.9,59.7,50.9,67.9,16.7,17,15,14,12.5,188.7,256.5,258.1,134.6,212.7,AAA
9773,,,Jul-18,Jul-17,Jul-16,Jul-15,Jul-14,8060,9135,6154,2135,1210,8047,9135,6154,2135,1210,1992,2216,907,88,415,1159,1727,791,19,235,6549,5419,2427,1078,735,34,36,33,33,33,4098,2939,1212,422,403,69.2,55.1,51.9,51.7,66.7,24.8,24.3,14.7,4.1,34.3,318.8,214.8,199.8,192.2,371.5,AA
9774,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,38462,49594,31205,15310,12634,38286,49508,31205,15310,12605,1088,4565,2019,516,821,116,3555,1919,259,463,12758,12990,17630,5856,5562,0,0,789,208,308,2123,5507,3552,1632,1374,20.7,47.7,24.1,39.7,35,2.9,9.3,6.6,3.6,6.7,108.1,165.3,127,132.3,123.8,AA
9775,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,28272,29386,33508,31462,34525,27867,29321,33408,31338,34354,411,-461,-659,1721,-1112,411,15,-502,978,-134,12032,11620,13730,15912,12560,200,1000,5607,5266,6487,1090,679,664,1166,188,9.1,5.8,4.8,8.3,1.5,2.3,-0.6,-1.3,6.5,-1.7,48.5,46.8,86.5,85,72.5,A
9776,,,Oct-17,Aug-16,Aug-15,Aug-14,Aug-13,15101,9289,5010,2627,122,15101,9279,5010,2627,114,1065,182,176,63,-34,624,140,135,34,0,5542,2068,2071,683,250,149,0,929,203,0,1093,469,329,194,159,23.8,23.9,17.1,32.2,68.6,7.4,2.3,4.1,2.6,-27.9,108.5,90.9,224.1,270,333.3,AA
9777,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,8353,6961,6763,5534,4472,8194,6958,6748,5534,4472,1026,1422,1079,757,675,672,827,625,437,390,3666,3453,2620,2212,1417,0,0,0,0,0,1818,1496,1168,743,506,77.1,68.9,67.7,51.3,52.7,12.3,20.4,16,13.7,15.1,488.9,343.1,298.8,228.7,231.9,AA
9778,,0,Dec-17,Dec-16,Dec-15,Jun-14,Jun-13,20825,36946,18364,21933,35243,16209,42006,17366,22355,34669,-961,591,-1241,3464,1513,-788,306,1,1995,816,4503,12038,4373,7849,10204,0,0,0,0,0,2234,2527,2421,2720,866,49.6,22.1,55.4,47.3,11.3,-4.6,1.6,-6.7,15.8,4.3,198.2,128.8,223.2,203.2,108.4,B
9779,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,17809,15327,11559,14241,12410,17499,15247,11467,14027,12284,1671,2782,559,1699,883,1138,1801,336,778,409,13527,11153,10069,10592,9698,1997,605,1734,2297,2693,6007,5670,3869,3783,3105,60.8,69.4,55.5,51.2,43.4,9.9,18.6,5.8,13,8.6,293,335.9,226.3,220.2,167.1,AAA
9780,2017/10/23,150,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,5474,8361,5884,4766,3661,5446,8361,5878,4766,3610,-335,-5,51,37,46,-335,-3,8,209,9,1309,1527,1015,1236,1188,403,452,54,36,0,133,118,121,333,173,10.2,7.7,13.8,26.9,30.7,-5.6,0.1,1.2,1,1.6,133.6,117,74,94.6,100.4,B
9781,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,19240,17983,25048,23923,22709,19059,17842,24633,23726,22415,1063,1257,883,922,387,811,976,692,715,473,7608,8621,7683,6654,7244,237,214,309,0,39,4814,5003,4028,3836,3521,63.3,58,52.4,57.6,48.6,5.6,7.1,3.6,3.9,1.7,192.6,192.4,178.5,224.9,189,AAA
9782,,,Dec-17,Dec-16,Dec-15,,,6833,5372,4012,,,6786,5358,3952,,,37,198,619,,,71,108,466,,,1556,1447,1466,,,0,0,0,,,295,424,516,,,19,32.5,35.8,,,0.6,3.7,15.4,,,105.8,123.5,145.2,,,A
9783,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,30668,24610,17568,10979,5536,30439,24586,17568,10979,5536,1158,86,961,494,-42,880,52,739,377,-42,8781,6048,4438,3136,1022,343,418,5,0,0,2523,1642,1590,851,474,28.7,27.1,35.8,27.1,46.4,3.8,0.4,5.5,4.5,-0.6,147.1,148.7,153.3,136.6,186.5,AA
9784,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,7274,5464,6433,5379,3970,7253,5350,6433,5379,3970,101,-354,181,247,-159,127,-335,108,191,-152,1590,1233,1281,1065,732,197,78,251,128,106,59,-68,267,159,-32,9.4,3.5,30.6,23.6,3.7,1.6,-6.1,3.1,4.8,-3.9,115.8,100.2,187.4,135.1,112.2,A
9785,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9815,16798,7463,978,296,9664,16767,7407,701,237,-338,2756,1531,155,83,104,1608,1194,155,83,2026,4942,3898,360,129,210,0,0,43,100,154,1977,1369,175,19,7.6,50.9,35.1,48.6,14.7,4.2,16.4,20.5,17.3,31.4,90,74.5,108.3,121.1,790,A
9786,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,27111,26074,23777,21854,20861,23436,24441,23937,20212,20346,2383,351,-212,66,-673,-357,243,102,580,-473,30534,20728,19111,14897,16206,14876,9832,9310,6094,8010,1272,1629,1385,1284,704,15.3,14.1,14,19.1,16.6,10.1,2.2,0.2,1.9,-1,65.1,67.7,70.4,87.6,78,A
9787,,0,Dec-17,Dec-16,Dec-15,,,27556,13581,12333,,,27556,13581,12333,,,1490,745,2856,,,1155,418,1660,,,12887,7328,5561,,,4776,2344,0,,,3283,2128,1710,,,31,38.8,40.9,,,6.2,5.8,23.4,,,148.4,115,108.7,,,AA
9788,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9736,9307,5682,6757,4657,9706,9306,5682,6757,4627,1179,1340,290,245,-7,663,773,153,135,-3,3894,3255,1899,1982,1443,0,0,0,0,0,1355,1292,918,766,630,50.9,51.6,54.7,41.2,43.7,12.2,14.5,5.3,3.8,0,222.7,218.9,223.2,172.3,177.5,AAA
9789,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,8318,8014,6995,6759,6943,8318,7966,6995,6759,6943,750,802,495,83,282,469,483,340,136,176,3063,3011,2308,2041,2372,2,0,8,48,81,1183,1113,830,790,774,56.6,51.6,49.1,51.5,46.9,9.1,10.1,7.2,1.3,4.2,201.3,190.8,163.3,167,164.6,AAA
9790,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7109,4864,3620,1670,621,6565,4242,3410,1670,621,906,69,134,213,177,701,51,100,172,138,1782,943,765,424,188,0,0,0,0,0,1006,505,454,354,188,56.5,53.6,59.3,83.5,100,12.7,1.4,3.7,12.8,28.5,228.1,209.6,229.7,605.7,0,AA
9791,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,27359,30809,28654,36314,36930,27206,30607,28409,36027,36539,1313,3722,2708,6849,7373,993,2890,2079,5333,5767,14349,22459,20497,23772,22690,0,0,0,0,0,10739,18110,16220,17141,15807,74.8,80.6,79.1,72.1,69.7,4.8,12.1,9.5,18.9,20,221.1,207.2,161,109.9,121.2,AAA
9792,2014/06/27,180,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,20130,18260,16169,14307,14900,20514,17859,16412,13943,15528,687,1151,940,1246,590,418,867,599,595,255,9969,9102,7201,6419,5925,0,0,0,0,0,2856,3438,2871,2921,2626,36.8,46.4,51.3,58.5,53.3,4.6,6.3,6.3,8.8,4,190,237.8,284.7,324.5,240.3,AAA
9793,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,15675,17908,19087,12547,14149,15337,17545,18823,12503,14063,1085,2965,3487,41,182,508,2311,2660,105,200,7770,8964,9321,6667,5325,0,0,0,0,0,4937,5428,5118,2458,2353,64.2,61.1,55.5,38,47.1,16.5,16.6,18.3,0.5,1.8,269.4,252.4,212.8,145.5,162.6,AAA
9794,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,5386,4958,4985,4341,3708,5358,4896,4418,4341,3341,-48,-85,1004,584,451,19,129,120,118,146,6338,7146,7928,3882,4201,2162,2704,3567,679,1175,924,905,876,756,738,40.8,36.7,35.2,51.6,39.8,0.4,-0.1,20.8,14.7,14.3,137.3,103.8,151.9,143.3,116.2,A
9795,,,Aug-17,Dec-16,Dec-15,Dec-14,Dec-13,13292,23642,22115,35482,16565,2259,23720,15098,35460,15340,-808,1748,2263,5296,2314,-605,1644,1982,7121,1445,5312,11172,12825,19850,14509,0,0,0,0,0,100,7663,7019,5037,5916,1.9,70,58.2,28.7,65.7,-6,7.5,10.3,14.9,14,96.6,322.3,225,130.8,283,B
9796,2017/06/04,70025,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,20078,47028,29212,21660,20824,20699,46653,29209,21633,20821,1345,-1283,-3033,277,75,1345,-1283,-2410,209,184,9684,9396,28194,16172,11692,752,1456,1160,1386,934,1527,182,-35,2375,2166,15.8,1.9,-0.1,17.7,23.4,7.9,-2,-9.9,1.9,0.9,79.5,71.6,45.2,67.7,81,A
9797,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7375,6223,7267,5445,7215,7375,6223,7267,5445,7186,2990,1917,2027,908,2347,1951,1398,1746,1161,1518,8451,8652,8382,6128,6721,0,0,0,0,0,4130,4680,3282,1535,1875,82.5,82.7,67.7,67,73.2,40.5,30.8,27.9,16.7,32.5,581,376.3,231.7,256.2,515.7,AAA
9798,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9284,9054,8319,6753,6884,9284,9054,7962,6729,6835,-143,757,593,-91,265,118,198,462,48,49,8247,6092,6048,4760,5453,3446,1656,2063,1748,1652,2053,1935,1737,1275,1227,29.8,42.3,32.9,32.1,29.3,-0.9,9.3,8.1,0.2,5.5,90.6,92,72,63,48.7,A
9799,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8764,6994,5818,6525,6369,8476,6737,5566,6070,5503,-76,2,104,-6,-1,-76,0,78,-7,-4,3102,3281,1837,2122,1626,1881,1500,778,1051,559,103,179,178,100,106,3.3,5.5,9.7,4.7,6.5,0,0.6,2.6,0.7,0.6,56.6,73.2,58.7,130.1,52.9,B
9800,,,Dec-17,Dec-16,Dec-15,Dec-14,,16913,6004,11322,5012,,16913,6004,11322,5012,,10,-5573,-6593,-785,,10,-5573,-6593,-785,,6301,3542,4855,5704,,1253,0,0,77,,1044,534,507,500,,16.6,15.1,10.4,8.8,,0.4,-92,-57.5,-14.6,,137,104.9,98.2,106.2,,A
9801,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,11892,11761,12234,12146,11121,11892,11761,12234,12091,11121,2916,2168,932,1269,1592,1198,1199,474,1039,1009,4998,5352,6104,4224,4712,0,0,0,0,0,1790,2092,1893,2169,2130,52.6,55.1,41.8,67,60.4,24.6,18.4,7.7,10.5,14.3,112.8,130.1,120.6,207.5,225.1,AA
